"sample_id","subject_id","survey_timestamp","check_point","class"
"1316_1","1316",2022-11-30 18:46:39,"1","Subject"
"1320_1","1320",2022-12-01 16:45:46.5,"1","Subject"
"1328_1","1328",2022-12-05 02:32:45,"1","Subject"
"1332_1","1332",2022-12-01 09:58:24.5,"1","Subject"
"1340_1","1340",2022-11-30 18:52:11.5,"1","Subject"
"1349_1","1349",2022-11-30 21:07:36.5,"1","Subject"
"1355_1","1355",2022-12-01 02:35:26.5,"1","Subject"
"1361_1","1361",2022-11-30 18:22:54,"1","Subject"
"1372_1","1372",2022-12-01 05:35:06,"1","Subject"
"1381_1","1381",2022-12-01 23:17:28,"1","Subject"
"1384_1","1384",2022-12-01 08:37:00,"1","Subject"
"1401_1","1401",2022-12-01 18:46:35,"1","Subject"
"1405_1","1405",2022-11-30 20:12:48.5,"1","Subject"
"1409_1","1409",2022-12-05 09:30:46,"1","Subject"
"1417_1","1417",2022-12-01 15:59:51.5,"1","Subject"
"1424_1","1424",2022-12-01 07:26:53,"1","Subject"
"1431_1","1431",2022-12-01 09:21:17,"1","Subject"
"1434_1","1434",2022-12-01 05:23:29.5,"1","Subject"
"1439_1","1439",2022-12-02 17:19:38.5,"1","Subject"
"1459_1","1459",2022-12-01 07:17:37.5,"1","Subject"
"1460_1","1460",2022-12-01 07:13:15,"1","Subject"
"1464_1","1464",2022-12-01 09:18:19.5,"1","Subject"
"1467_1","1467",2022-12-01 09:22:30.5,"1","Subject"
"1469_1","1469",2022-12-01 21:25:30,"1","Subject"
"1471_1","1471",2022-12-01 14:46:33,"1","Subject"
"1481_1","1481",2022-12-01 10:25:51.5,"1","Subject"
"1501_1","1501",2022-12-01 13:14:39.5,"1","Subject"
"1505_1","1505",2022-12-01 16:39:52,"1","Subject"
"1507_1","1507",2022-12-01 16:49:17,"1","Subject"
"1513_1","1513",2022-12-01 16:49:36.5,"1","Subject"
"1524_1","1524",2022-12-03 12:38:17,"1","Subject"
"1533_1","1533",2022-12-02 10:19:51.5,"1","Subject"
"1534_1","1534",2022-12-01 22:48:00.5,"1","Subject"
"1539_1","1539",2022-12-01 22:16:16,"1","Subject"
"1543_1","1543",2022-12-02 07:01:14.5,"1","Subject"
"1549_1","1549",2022-12-02 09:46:38.5,"1","Subject"
"1551_1","1551",2022-12-02 11:15:05,"1","Subject"
"1658_1","1658",2022-12-05 09:33:33,"1","Subject"
"1665_1","1665",2022-12-02 11:24:54,"1","Subject"
"1677_1","1677",2022-12-04 22:32:02.5,"1","Subject"
"1680_1","1680",2022-12-02 23:14:09.5,"1","Subject"
"7_2","7",2022-12-08 09:31:43.5,"2","Subject"
"15_2","15",2022-12-08 13:17:52,"2","Subject"
"16_2","16",2022-12-16 12:36:20,"2","Subject"
"19_2","19",2022-12-09 20:46:29,"2","Subject"
"20_2","20",2022-12-08 13:27:19,"2","Subject"
"24_2","24",2022-12-09 03:04:08.5,"2","Subject"
"25_2","25",2022-12-09 13:53:50.5,"2","Subject"
"29_2","29",2022-12-12 09:39:56,"2","Subject"
"34_2","34",2022-12-12 11:01:30.5,"2","Subject"
"35_2","35",2022-12-08 11:00:55.5,"2","Subject"
"39_2","39",2022-12-08 15:39:03,"2","Subject"
"40_2","40",2022-12-08 16:47:42.5,"2","Subject"
"41_2","41",2022-12-12 10:15:29.5,"2","Subject"
"43_2","43",2022-12-11 04:17:34.5,"2","Subject"
"46_2","46",2022-12-08 14:18:53.5,"2","Subject"
"47_2","47",2022-12-08 10:10:34.5,"2","Subject"
"48_2","48",2022-12-12 14:34:59.5,"2","Subject"
"49_2","49",2022-12-08 12:22:53,"2","Subject"
"50_2","50",2022-12-08 13:08:33.5,"2","Subject"
"51_2","51",2022-12-09 09:43:39,"2","Subject"
"65_2","65",2022-12-16 11:59:40.5,"2","Subject"
"66_2","66",2022-12-10 10:48:36,"2","Subject"
"67_2","67",2022-12-08 11:57:14,"2","Subject"
"68_2","68",2022-12-08 11:41:09,"2","Subject"
"69_2","69",2022-12-08 22:27:45,"2","Subject"
"74_2","74",2022-12-11 14:07:38,"2","Subject"
"78_2","78",2022-12-08 10:24:29.5,"2","Subject"
"79_2","79",2022-12-10 12:43:08.5,"2","Subject"
"81_2","81",2022-12-08 09:38:32.5,"2","Subject"
"88_2","88",2022-12-09 13:25:52,"2","Subject"
"89_2","89",2022-12-10 19:50:01.5,"2","Subject"
"91_2","91",2022-12-08 09:35:02,"2","Subject"
"97_2","97",2022-12-08 14:50:38,"2","Subject"
"101_2","101",2022-12-09 13:09:44,"2","Subject"
"103_2","103",2022-12-10 15:59:18.5,"2","Subject"
"110_2","110",2022-12-08 15:33:47.5,"2","Subject"
"111_2","111",2023-01-03 04:17:15.5,"2","Subject"
"113_2","113",2022-12-08 13:56:30.5,"2","Subject"
"114_2","114",2022-12-08 19:03:07.5,"2","Subject"
"116_2","116",2022-12-08 15:46:14,"2","Subject"
"119_2","119",2022-12-19 00:49:14,"2","Subject"
"121_2","121",2022-12-08 19:52:46.5,"2","Subject"
"125_2","125",2022-12-11 18:50:37,"2","Subject"
"127_2","127",2022-12-09 11:30:27,"2","Subject"
"129_2","129",2022-12-08 09:16:29,"2","Subject"
"130_2","130",2022-12-10 09:37:49,"2","Subject"
"134_2","134",2022-12-17 16:47:26,"2","Subject"
"135_2","135",2022-12-08 09:25:42,"2","Subject"
"137_2","137",2022-12-09 04:01:14,"2","Subject"
"138_2","138",2022-12-14 08:31:17,"2","Subject"
"141_2","141",2022-12-22 13:40:52,"2","Subject"
"142_2","142",2022-12-09 22:00:37.5,"2","Subject"
"149_2","149",2022-12-09 11:15:51,"2","Subject"
"150_2","150",2022-12-09 10:15:18.5,"2","Subject"
"151_2","151",2022-12-10 10:43:12,"2","Subject"
"152_2","152",2022-12-12 10:16:48,"2","Subject"
"153_2","153",2022-12-08 11:14:04,"2","Subject"
"157_2","157",2022-12-09 10:08:59,"2","Subject"
"161_2","161",2022-12-08 12:14:24.5,"2","Subject"
"162_2","162",2022-12-10 11:25:49.5,"2","Subject"
"163_2","163",2022-12-09 08:07:01,"2","Subject"
"164_2","164",2022-12-09 15:29:18.5,"2","Subject"
"165_2","165",2022-12-12 11:29:35,"2","Subject"
"168_2","168",2022-12-09 08:04:45,"2","Subject"
"171_2","171",2022-12-08 12:15:40,"2","Subject"
"172_2","172",2022-12-08 11:16:36.5,"2","Subject"
"176_2","176",2022-12-08 15:20:12.5,"2","Subject"
"182_2","182",2022-12-08 14:59:50.5,"2","Subject"
"183_2","183",2022-12-11 13:24:56,"2","Subject"
"186_2","186",2022-12-08 09:18:38,"2","Subject"
"191_2","191",2022-12-08 17:33:37,"2","Subject"
"197_2","197",2022-12-08 12:00:07.5,"2","Subject"
"201_2","201",2022-12-09 00:07:04,"2","Subject"
