"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
39,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,1,0,2,0,1,10,42,7,7,7,7,7,7,39,4,4,4,4,4,4,4,3,4,4,28,15,13,2,2,3,1,1,1,1,2,1,2,2,2,4,1,1,2,8,9,6,9.66666666666667,7.66666666666667,8.0625,1,7,10,7,8,8,8,7,1,8,9,10,9,3,6,1,6,8,10,7,5,1,10,6,8,3.33333333333333,0.25,1.33333333333333,2,3,4,4,3,4,0,0,0,1,2,2,1,2,1,0,11,2,1,1,1,2,0,0,2,0,2,17.7142857142857,15.2,12,19,5,4,5,4,4,5,5,5,5,4,4,3,5,5,5,3,5,5,4,3,4,2,5,5,5,2
34,3,3,4,4,4,4,3,3,3,3,0,0,0,1,1,1,2,0,0,0,0,2,0,0,1,1,1,1,0,0,11,42,7,7,7,7,7,7,37,4,4,3,3,4,4,3,4,4,4,26,12,14,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,8.66666666666667,9,8.66666666666667,9,9,8.8125,2,8,9,8,9,8,8,9,2,9,9,9,9,9,8,3,9,10,9,8,8,1,9,9,8,2.83333333333333,0.25,0.166666666666667,2,3,3,3,3,3,0,0,1,0,1,0,0,0,0,0,6,0,0,1,0,1,0,1,1,2,0,18.2857142857143,13.6,12,17,5,4,5,5,4,3,3,4,3,5,4,4,5,4,5,4,4,4,4,3,2,4,5,5,4,2
39,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,7,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,29,19,10,2,1,1,1,2,2,3,2,3,1,1,1,4,1,3,1,8.33333333333333,9.66666666666667,10,10,8.33333333333333,9.1875,2.33333333333333,5.66666666666667,10,8,10,6,8,10,1,7,10,9,9,2,6,3,10,10,10,5,10,3,10,8,8,2,1.25,0,4,4,0,4,0,0,2,0,2,1,0,0,0,0,0,0,7,2,1,2,0,0,0,1,0,1,0,16.5714285714286,15.2,14.6666666666667,17,4,3,4,4,5,5,4,5,3,5,2,5,5,4,3,4,4,5,5,5,1,5,2,5,5,2
32,3,3,3,3,3,3,4,3,3,4,0,0,0,0,0,1,1,1,1,0,0,1,3,0,1,2,2,0,0,1,14,42,7,7,7,7,7,7,33,3,3,3,4,4,3,4,3,3,3,20,9,11,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,9,8.66666666666667,8.66666666666667,7.66666666666667,7.66666666666667,8.375,0.333333333333333,9,8,8,8,9,9,8,1,6,8,9,9,0,9,0,9,9,7,9,9,0,9,9,9,3,0.25,0,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,1,0,1,18.8571428571429,15.2,17.3333333333333,16.5,4,5,5,5,5,4,5,5,5,5,5,2,4,4,5,4,5,4,4,5,3,5,5,3,5,1
32,3,3,3,2,3,4,3,4,4,3,1,1,2,0,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,17,42,7,7,7,7,7,7,35,4,3,3,3,4,4,3,4,3,4,32,17,15,2,3,2,2,1,2,2,1,3,2,1,2,4,2,1,2,7.33333333333333,6,8.33333333333333,7,7,7.125,4.33333333333333,8.66666666666667,8,7,5,9,8,9,7,6,6,7,7,2,7,1,8,8,7,10,8,5,6,7,7,2.66666666666667,1.25,0.333333333333333,3,3,3,3,2,2,2,1,2,0,0,0,1,0,0,1,8,1,1,1,0,0,1,1,2,1,0,17.7142857142857,13.6,12,20,5,5,4,5,4,3,3,5,5,4,4,5,5,5,5,4,5,4,4,4,1,4,5,5,5,2
40,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,7,8.33333333333333,8,7.66666666666667,7.75,1.66666666666667,8.66666666666667,9,8,7,9,9,9,2,6,8,8,8,1,8,1,8,9,7,9,8,2,6,6,8,3,0.25,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,24,33,6,6,6,6,6,3,30,3,3,3,3,3,3,3,3,3,3,40,20,20,2,3,2,2,2,3,2,3,3,3,3,3,3,2,2,2,6,5.66666666666667,6,5.33333333333333,5.33333333333333,5.6875,5,5.66666666666667,5,5,5,5,6,5,5,5,5,6,6,5,6,5,7,6,6,6,6,5,6,6,6,1.83333333333333,1.75,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,20,2,2,2,2,2,2,2,2,2,2,12.5714285714286,13.6,13.3333333333333,10.5,4,3,4,2,3,4,2,3,3,3,4,2,2,3,4,3,3,3,4,4,3,3,2,3,3,2
35,3,3,3,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,21,35,6,6,6,6,6,5,32,4,3,3,3,3,3,3,4,3,3,36,19,17,2,3,2,2,2,2,2,2,3,2,3,2,3,2,2,2,7,7,5,7,8,6.8125,4,7.66666666666667,8,7,7,8,8,6,6,8,7,8,8,4,6,3,4,9,6,9,5,3,6,5,7,3,0.5,1,3,3,3,3,3,3,0,1,1,0,1,1,1,1,1,1,16,2,2,2,1,1,1,2,2,2,1,14.8571428571429,12.8,9.33333333333333,16,4,4,5,2,4,3,3,4,4,4,4,4,4,4,5,3,4,3,3,2,2,3,4,4,4,2
34,4,4,3,3,4,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,41,7,7,7,7,7,6,39,4,3,4,4,4,4,4,4,4,4,27,13,14,4,2,1,1,2,1,1,2,1,3,1,1,3,2,1,1,10,8.33333333333333,10,9.66666666666667,10,9.625,1,9,9,10,8,9,10,10,2,10,10,10,10,0,9,1,10,10,10,9,10,0,7,10,10,3,0,0.166666666666667,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,20,16.8,18.6666666666667,18.5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,4,1
39,4,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,9.66666666666667,10,9.66666666666667,6.33333333333333,8.9375,2,10,10,9,10,10,8,10,2,6,10,9,10,0,10,2,10,4,9,10,10,2,9,9,10,4,2.5,0,4,4,4,4,4,4,0,2,4,4,0,0,0,0,0,0,11,2,1,1,0,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,4,4,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0,7,41,7,7,7,7,7,6,33,4,3,2,4,4,3,3,3,3,4,30,13,17,4,3,1,2,2,1,1,2,1,2,2,2,2,3,1,1,6.33333333333333,9.33333333333333,4,10,8,7.5625,4,5.33333333333333,10,10,10,7,8,4,5,5,10,9,9,5,2,2,3,9,10,7,5,5,9,2,8,3.5,1.5,0,3,3,4,3,4,4,2,2,1,1,0,0,0,0,0,0,18,2,2,2,1,0,3,0,3,1,4,13.7142857142857,16,6.66666666666667,7,2,2,3,5,4,5,2,1,1,3,4,2,3,2,5,2,4,2,3,1,1,3,1,3,1,4
35,3,4,3,4,4,4,3,3,4,3,1,2,2,0,0,1,1,0,0,1,1,2,0,1,3,2,1,2,3,0,23,32,7,4,6,6,4,5,32,4,3,3,3,3,4,3,3,3,3,45,24,21,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,5.33333333333333,5.66666666666667,6.66666666666667,7.33333333333333,7,6.375,4.66666666666667,4.33333333333333,7,7,5,5,5,6,7,6,7,6,7,2,2,5,7,8,8,6,7,2,5,5,6,2,2,1.33333333333333,2,3,1,3,2,1,3,1,2,2,2,0,1,2,2,1,16,3,1,3,0,1,1,3,2,1,1,14.8571428571429,11.2,16,15,5,2,4,5,3,3,3,4,4,4,3,4,3,4,5,3,3,2,3,4,4,4,4,2,5,2
30,3,3,3,2,4,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,18,37,7,7,6,6,7,4,30,3,3,3,3,3,3,3,3,3,3,35,17,18,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,8,7.33333333333333,6,8,7.66666666666667,7.4375,2.66666666666667,8,8,7,7,8,8,8,4,7,8,8,8,6,8,2,5,9,8,8,5,2,7,8,8,2.83333333333333,0.5,0,3,3,3,3,3,2,0,1,1,0,0,0,0,0,0,0,11,1,1,1,2,1,2,1,1,0,1,16.5714285714286,13.6,13.3333333333333,16,4,4,4,5,4,4,3,4,5,4,4,4,4,4,4,3,5,4,3,3,3,4,4,3,4,2
34,4,4,3,3,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,18,9,9,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,9,9.66666666666667,9.66666666666667,8.66666666666667,9,1.33333333333333,8,9,9,9,8,9,9,2,8,10,8,9,0,8,1,10,9,10,8,10,1,9,7,9,3.33333333333333,0,0.333333333333333,3,4,3,3,4,3,0,0,0,0,0,0,1,1,0,0,6,1,1,1,0,0,1,0,0,1,1,18.2857142857143,16.8,20,19.5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,2
29,3,3,3,3,3,3,2,3,3,3,0,0,0,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,22,36,7,7,7,7,7,1,32,3,3,3,3,3,4,3,4,3,3,25,11,14,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,8,7.66666666666667,8,7.33333333333333,6.66666666666667,7.5,4.66666666666667,6.33333333333333,8,7,7,7,8,8,4,6,7,9,8,5,6,6,7,7,7,6,9,4,8,7,7,3.16666666666667,1,1.5,3,3,3,3,3,4,1,1,1,1,2,2,2,1,1,1,19,2,2,2,1,1,3,2,2,2,2,11.4285714285714,13.6,17.3333333333333,12,5,2,2,4,5,5,3,5,4,2,1,3,2,2,4,2,3,3,4,5,5,3,3,2,3,2
35,4,4,4,3,3,4,4,3,3,3,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,2,13,41,7,7,7,6,7,7,36,2,3,4,4,4,4,4,3,4,4,41,21,20,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,7.33333333333333,8,7.66666666666667,8.33333333333333,8.33333333333333,7.875,4.66666666666667,7.33333333333333,9,9,9,7,7,7,7,8,8,8,8,8,7,4,8,8,8,8,8,3,7,7,7,2.5,1.75,1,2,2,2,3,3,3,2,1,2,2,1,1,1,1,1,1,15,2,2,2,1,2,1,1,1,2,1,16,13.6,16,16,4,4,5,5,4,4,4,4,4,3,3,4,4,4,5,2,4,4,4,4,4,4,4,4,4,2
35,3,4,4,4,3,3,2,4,4,4,1,1,1,1,0,0,1,0,1,0,1,1,1,1,2,1,1,1,0,0,15,31,7,7,3,6,6,2,33,4,3,3,3,4,3,3,3,3,4,37,11,26,1,4,1,4,2,2,1,3,2,4,1,4,1,3,2,2,7.66666666666667,9.33333333333333,3.66666666666667,7.33333333333333,7.33333333333333,7.0625,6,5.66666666666667,5,7,9,6,8,4,8,9,9,8,9,10,6,5,4,6,8,5,3,5,10,7,7,2.83333333333333,2.5,1,2,3,4,2,3,3,1,4,1,4,0,0,0,2,2,2,11,1,2,1,0,1,1,0,0,2,3,9.71428571428571,17.6,4,8,4,3,3,4,5,5,3,2,3,1,5,1,3,2,2,2,3,2,4,1,1,1,2,2,1,3
32,3,3,3,4,4,2,4,3,4,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,30,38,7,7,3,7,7,7,30,3,3,3,3,3,3,3,3,3,3,28,18,10,3,3,1,1,1,3,3,1,2,1,1,1,3,1,2,1,7.33333333333333,7.33333333333333,6.66666666666667,5.66666666666667,6,6.625,4.66666666666667,7.33333333333333,6,6,7,8,7,6,7,6,6,8,7,6,6,1,7,6,5,8,7,6,8,7,7,3.16666666666667,0,0,4,3,3,4,2,3,0,0,0,0,0,0,0,0,0,0,19,2,2,2,2,2,2,1,3,1,2,15.4285714285714,11.2,14.6666666666667,12.5,3,3,4,5,3,3,3,4,4,3,2,2,3,3,5,3,3,4,3,3,4,4,2,4,3,3
34,4,4,3,4,3,4,3,3,3,3,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,8,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,29,13,16,1,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,8.33333333333333,8.66666666666667,8.33333333333333,9,9.66666666666667,8.8125,3.66666666666667,9.33333333333333,9,9,9,9,8,9,4,10,9,8,8,5,9,4,8,10,9,10,8,3,9,9,9,3.5,0.5,0,3,4,4,2,4,4,0,1,0,1,0,0,0,0,0,0,8,2,1,2,0,0,1,0,0,2,0,18.8571428571429,16,17.3333333333333,20,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,5,5,5,2
29,3,3,3,3,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,23,36,6,6,6,6,6,6,39,4,4,3,4,4,4,4,4,4,4,43,22,21,3,3,3,2,2,3,2,3,3,3,2,3,3,2,3,3,6.66666666666667,6.66666666666667,6,6.33333333333333,7,6.5,4.66666666666667,6.66666666666667,7,7,7,7,7,6,6,7,6,7,6,7,6,4,6,7,6,7,6,4,7,6,6,2.5,2,1.16666666666667,2,3,3,3,2,2,2,2,2,2,1,1,2,1,1,1,15,2,2,2,1,2,1,1,1,2,1,14.8571428571429,12.8,9.33333333333333,14,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,4,4,4,3,2,2,2,4,4,2
21,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,35,6,5,6,6,6,6,27,3,2,3,3,2,3,2,3,3,3,35,16,19,2,3,2,2,2,2,2,2,2,3,1,2,3,2,2,3,6.33333333333333,7,6.66666666666667,6.33333333333333,5.33333333333333,6.375,2.66666666666667,6.33333333333333,6,5,6,6,6,6,5,5,6,7,7,2,5,2,8,6,7,8,6,1,8,6,7,2.33333333333333,2,1.33333333333333,3,2,3,1,3,2,2,2,2,2,2,1,1,2,1,1,23,2,2,3,2,2,3,2,3,2,2,15.4285714285714,11.2,14.6666666666667,14,4,3,5,5,3,3,3,4,3,3,3,3,4,2,5,2,4,3,3,3,4,4,4,4,4,2
37,4,4,3,2,4,4,4,4,4,4,0,0,0,0,3,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,11,39,7,7,5,7,7,6,39,4,4,3,4,4,4,4,4,4,4,39,19,20,4,3,2,3,2,1,1,3,2,3,3,3,4,2,2,1,7.33333333333333,8.33333333333333,6.66666666666667,9.33333333333333,8.33333333333333,7.9375,5.66666666666667,9,9,7,7,9,7,5,10,9,10,8,10,3,8,5,7,9,9,10,8,2,8,7,7,3.33333333333333,2.25,0,3,3,3,4,3,4,2,2,2,3,0,0,0,0,0,0,20,3,2,4,0,1,2,2,0,2,4,15.4285714285714,17.6,16,17.5,4,4,4,3,4,4,2,4,5,3,4,4,5,4,5,3,4,5,5,4,4,4,5,3,5,5
27,2,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,35,6,6,6,6,6,5,39,4,4,3,4,4,4,4,4,4,4,35,18,17,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,7,8,7.66666666666667,7.33333333333333,7.33333333333333,7.375,5.66666666666667,6,8,7,8,7,7,8,5,7,7,8,8,7,5,4,7,8,7,6,8,8,8,6,6,2.33333333333333,2.75,2.16666666666667,2,2,2,3,2,3,3,3,3,2,2,3,2,2,2,2,29,4,4,4,1,2,4,2,2,2,4,17.1428571428571,15.2,13.3333333333333,14,4,4,4,5,4,5,4,4,4,4,3,2,4,4,5,4,4,4,4,4,3,3,2,4,4,3
30,3,3,3,3,3,3,3,3,3,3,2,2,1,0,3,2,1,1,0,0,1,2,1,1,2,2,1,1,0,2,25,42,7,7,7,7,7,7,31,4,3,3,3,3,3,3,3,3,3,31,16,15,2,2,2,2,2,4,1,2,2,2,3,3,1,1,1,1,8.66666666666667,8.66666666666667,8.66666666666667,8,8.33333333333333,8.4375,4.33333333333333,8,8,9,9,8,9,9,6,8,8,9,9,1,8,4,9,8,8,8,8,3,8,8,8,2.83333333333333,1,0,3,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,19,2,2,2,1,2,2,2,2,2,2,16.5714285714286,14.4,14.6666666666667,16,4,4,5,5,4,4,4,4,4,4,4,5,4,3,5,2,4,4,4,4,3,4,4,4,4,2
30,3,3,3,2,3,3,3,4,4,2,2,2,2,0,0,3,2,0,1,1,1,2,2,1,3,2,1,2,2,2,31,35,7,7,6,5,7,3,34,3,3,3,4,4,4,3,2,4,4,31,14,17,3,3,1,2,2,1,2,2,2,2,1,2,3,2,1,2,6,5,7.33333333333333,7.33333333333333,6.66666666666667,6.4375,3,6.33333333333333,7,7,5,6,6,7,3,6,8,8,7,0,6,4,8,7,7,7,7,2,3,4,6,2.5,1.25,0.666666666666667,2,3,2,3,2,3,1,1,2,1,0,0,1,1,1,1,13,2,2,2,1,1,1,1,1,1,1,18.2857142857143,12,17.3333333333333,16,4,2,5,4,3,4,4,5,3,5,2,5,5,2,5,4,5,4,4,4,5,4,2,5,5,2
40,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,1,0,1,1,0,1,1,0,2,1,0,0,0,1,11,41,7,7,6,7,7,7,40,4,4,4,4,4,4,4,4,4,4,24,10,14,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,9,9.33333333333333,9,9.33333333333333,9.33333333333333,9.125,3,8.66666666666667,10,10,9,8,9,9,6,9,9,9,10,8,8,1,9,9,9,10,9,2,9,9,8,4,0.5,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,9,2,1,2,0,1,0,1,1,1,0,18.8571428571429,16,14.6666666666667,20,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,3,4,5,5,5,2
22,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,0,1,2,1,2,1,1,1,1,1,1,1,0,22,37,6,6,6,6,7,6,28,3,3,2,3,3,3,2,3,3,3,42,20,22,2,3,2,3,3,3,3,3,3,3,1,3,3,2,3,2,3.66666666666667,4.33333333333333,4.33333333333333,5,5.66666666666667,4.625,5,5,5,5,5,5,3,5,7,5,5,5,5,5,5,2,3,7,5,5,5,6,3,3,5,2,2,0.333333333333333,2,2,2,2,2,2,2,1,3,2,0,0,0,0,1,1,18,2,2,2,2,2,1,1,2,2,2,13.7142857142857,10.4,8,16,4,2,5,4,3,3,2,4,4,2,2,4,5,5,5,4,2,2,2,2,2,2,2,4,4,3
38,4,4,4,4,2,4,4,4,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,41,7,7,7,7,7,6,39,4,3,4,4,4,4,4,4,4,4,25,14,11,1,1,1,2,1,2,1,1,4,2,1,2,3,1,1,1,9,9,9,9,9,9,1,8.66666666666667,9,9,9,8,8,9,1,9,9,9,9,2,8,1,10,9,9,10,8,1,9,10,9,3.33333333333333,0,0,3,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,17.7142857142857,16,17.3333333333333,19,5,5,4,4,5,5,4,5,4,4,4,5,5,4,5,4,5,5,5,5,4,4,5,5,5,1
39,4,4,3,4,4,4,4,4,4,4,0,1,1,1,0,1,1,1,0,0,1,2,0,0,2,1,1,1,1,0,15,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,23,10,13,1,3,1,2,1,1,1,1,1,2,1,1,3,2,1,1,8.66666666666667,6.33333333333333,9,9.33333333333333,8.66666666666667,8.4375,2,8,9,9,9,8,9,9,4,8,9,9,9,0,8,1,10,9,10,8,8,1,1,8,9,3.16666666666667,0.75,0,3,3,3,3,4,3,1,1,0,1,0,0,0,0,0,0,6,2,1,1,0,0,1,0,0,1,0,17.7142857142857,14.4,13.3333333333333,17.5,5,3,5,5,4,4,4,4,4,5,4,5,5,5,5,2,5,4,4,4,3,3,2,5,5,2
32,2,3,2,3,4,4,2,4,4,4,2,1,1,0,1,3,1,0,0,0,1,3,1,1,2,1,2,0,2,2,24,24,5,3,2,6,5,3,28,3,3,2,3,2,3,3,3,3,3,38,19,19,2,3,2,3,2,3,2,2,3,2,2,3,3,2,2,2,7.33333333333333,9,5.33333333333333,7,6.66666666666667,7,2.33333333333333,5.66666666666667,8,6,9,6,7,5,3,5,7,9,9,3,5,3,6,9,6,6,5,1,9,6,6,2.5,1.25,0.833333333333333,3,2,3,1,3,3,2,1,1,1,2,2,1,0,0,0,17,2,3,3,1,1,1,2,2,1,1,11.4285714285714,10.4,9.33333333333333,14,2,2,2,4,2,3,2,4,4,2,2,4,4,1,5,1,4,2,2,2,2,3,3,4,4,4
37,4,4,2,3,4,4,4,4,4,4,1,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,1,1,1,1,14,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,40,18,22,1,3,2,3,2,2,2,3,3,3,1,3,4,3,3,2,8.33333333333333,7,7,7.66666666666667,7.33333333333333,7.625,3,7.66666666666667,8,7,7,8,9,7,6,7,7,9,9,3,7,1,9,8,8,8,5,2,5,7,10,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,13,1,2,2,1,1,2,1,1,1,1,20,16.8,12,17,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,3,3,3,3,4,4,2
27,3,3,3,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,0,16,42,7,7,7,7,7,7,38,4,4,4,4,4,4,3,3,4,4,35,21,14,3,3,3,1,1,3,2,2,2,1,1,2,4,2,3,2,5.33333333333333,6.66666666666667,2.66666666666667,4.66666666666667,6,5.1875,5,7,6,4,7,7,5,1,4,5,4,5,5,9,7,6,3,9,4,7,4,5,8,6,7,2,1.5,3,1,3,2,2,3,1,2,1,2,1,1,3,4,3,3,4,21,4,2,4,2,3,2,2,1,1,0,19.4285714285714,12,10.6666666666667,18.5,5,5,5,5,4,2,3,4,5,5,4,4,5,5,5,4,5,5,2,2,4,2,5,4,5,3
30,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,3,1,1,23,35,7,7,6,6,7,2,31,4,3,2,3,3,4,3,3,3,3,38,20,18,2,3,2,2,2,3,2,2,3,2,2,2,4,2,2,3,6.33333333333333,5.66666666666667,6,6.33333333333333,6,6.125,4.66666666666667,7.33333333333333,7,6,5,8,7,8,4,6,6,6,6,6,6,6,6,6,6,8,4,4,6,6,7,2.16666666666667,2,0.5,3,3,2,2,2,1,2,2,2,2,1,1,1,0,0,0,20,2,2,2,2,2,2,2,2,2,2,15.4285714285714,13.6,12,16.5,4,4,5,5,4,3,2,4,4,3,4,3,4,4,5,3,3,3,4,3,2,4,4,5,5,2
35,3,3,3,3,4,4,4,3,4,4,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,2,0,0,7,40,7,7,7,6,7,6,37,4,4,3,4,4,4,3,4,3,4,30,13,17,1,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,9,9.33333333333333,9.33333333333333,9,9,9.125,2,5,10,9,9,6,9,9,2,9,8,10,9,1,3,3,10,9,9,6,9,1,10,8,9,3,0.5,0.166666666666667,3,3,3,3,3,3,1,1,0,0,0,1,0,0,0,0,8,2,1,1,1,1,0,1,1,0,0,14.8571428571429,14.4,18.6666666666667,17.5,3,3,3,3,4,4,4,5,4,5,4,4,5,2,5,2,4,4,4,5,5,4,5,5,5,2
38,4,3,4,4,4,4,3,4,4,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,25,12,13,2,3,1,1,1,1,1,1,1,2,1,2,4,1,1,2,9,9.33333333333333,8.33333333333333,8.66666666666667,8.66666666666667,8.75,1,8,9,8,10,9,10,9,1,9,9,9,9,1,7,1,8,9,8,8,8,1,9,8,8,3.83333333333333,0.25,0,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,1,1,2,0,0,17.1428571428571,16.8,14.6666666666667,19,5,5,4,5,5,5,4,5,5,4,4,4,5,5,5,2,5,5,5,4,3,4,4,5,5,2
