"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
40,4,4,4,4,4,4,4,4,4,4,2,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,13,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,23,11,12,2,2,1,1,4,2,1,1,1,1,1,1,1,1,2,1,9.33333333333333,8.33333333333333,9.33333333333333,9.33333333333333,9,9.125,0.666666666666667,7.66666666666667,8,9,8,7,9,10,1,9,10,10,8,0,6,1,9,9,10,10,9,0,9,9,10,2.5,0.25,0,3,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,18.2857142857143,15.2,17.3333333333333,19.5,5,4,4,4,4,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,4,4,5,5,5,2
37,4,4,4,3,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,17,1,2,2,1,2,1,1,3,3,2,2,3,3,2,NA,2,6.33333333333333,8.33333333333333,6.66666666666667,7,9,7.375,5,7,7,9,10,7,6,6,4,9,6,7,7,6,6,4,7,9,8,8,7,7,8,6,6,3.33333333333333,2.5,0,3,4,4,3,4,2,2,3,2,3,0,0,0,0,0,0,11,2,1,3,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,4,4,2,2,4,4,3,3,4,3,1,1,1,1,2,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,14,42,7,7,7,7,7,7,35,3,2,3,4,4,4,4,3,4,4,30,15,15,1,2,2,2,2,1,1,2,2,2,3,2,4,1,1,2,5.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,6,7.125,5.33333333333333,6,8,5,9,6,5,8,6,5,8,6,8,1,5,5,10,8,9,7,7,5,8,5,5,2.83333333333333,1.5,0.166666666666667,2,3,2,4,4,2,2,1,1,2,0,0,0,0,1,0,24,3,4,4,1,2,2,1,0,4,3,14.8571428571429,13.6,13.3333333333333,17,5,3,4,5,3,4,4,4,5,3,4,4,5,3,5,1,4,4,4,4,2,4,5,4,4,2
29,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,24,29,6,5,6,6,4,2,28,3,3,2,2,3,3,3,3,3,3,36,18,18,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,5,5.66666666666667,5,5,3.66666666666667,4.875,4,8,5,3,5,8,5,5,7,3,7,5,7,2,8,2,5,5,3,8,5,3,5,5,5,1.83333333333333,1,2.83333333333333,2,1,3,1,3,1,1,1,1,1,3,3,2,3,3,3,23,2,3,2,2,3,1,3,3,1,3,14.8571428571429,11.2,9.33333333333333,14.5,4,4,5,4,3,3,3,5,4,4,4,3,4,3,4,3,4,2,2,2,2,3,3,4,3,2
36,4,4,4,4,3,4,3,3,4,3,1,2,2,1,1,1,1,0,1,1,0,1,0,1,2,1,1,0,0,0,17,37,6,6,6,6,7,6,34,4,3,3,3,3,4,3,3,4,4,33,16,17,2,3,2,2,2,2,2,3,2,1,2,3,2,1,2,2,8,9,7,8,8.33333333333333,8,5.66666666666667,8,8,8,10,8,8,9,9,8,8,9,9,7,8,2,8,9,8,8,4,6,8,7,7,3,0.5,0.5,2,3,3,3,4,3,1,0,0,1,1,0,0,1,1,0,16,2,2,2,1,1,2,1,1,2,2,17.1428571428571,12.8,8,15,4,4,4,5,3,3,4,4,4,4,4,2,5,4,5,4,4,4,4,1,1,4,4,3,4,2
40,4,4,4,4,4,4,4,4,4,4,1,0,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,12,41,7,7,6,7,7,7,40,4,4,4,4,4,4,4,4,4,4,18,10,8,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,9.66666666666667,10,5.66666666666667,9.66666666666667,9.33333333333333,8.9375,3,10,9,9,10,10,9,8,3,9,10,10,10,2,10,3,5,10,10,10,4,3,10,10,10,4,0,1,4,4,4,4,4,4,0,0,0,0,1,1,1,1,1,1,9,2,1,1,0,0,1,1,0,2,1,19.4285714285714,16,14.6666666666667,19.5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,1
31,4,4,2,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,33,6,6,6,6,6,3,36,4,4,3,4,4,4,3,3,3,4,42,18,24,2,3,2,3,2,2,2,3,2,4,2,4,3,2,3,3,6,6.33333333333333,5,8,7.33333333333333,6.5,7,8.33333333333333,8,6,7,8,6,4,7,7,9,7,5,6,7,7,5,9,7,10,6,7,7,5,6,3.83333333333333,1,0.166666666666667,4,4,4,4,4,3,1,2,0,1,1,0,0,0,0,0,22,3,2,3,1,2,1,3,2,3,2,14.2857142857143,12,9.33333333333333,13.5,4,4,4,4,3,4,2,2,2,2,2,4,4,3,5,2,4,4,3,2,1,4,4,3,5,3
34,3,4,3,2,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,7.33333333333333,9.33333333333333,9.33333333333333,8.66666666666667,8.6875,5.66666666666667,7.66666666666667,10,8,7,7,8,9,7,9,9,9,7,0,7,8,10,9,9,9,9,2,8,9,9,2.66666666666667,2,2.66666666666667,2,3,3,2,3,3,2,2,2,2,2,3,2,3,3,3,19,3,2,3,0,2,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,3,4,3,2,3,3,2,2,3,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,10,42,7,7,7,7,7,7,32,3,3,3,3,4,4,3,3,3,3,27,14,13,1,2,1,2,3,2,3,1,2,1,1,2,3,1,1,1,8.33333333333333,8.66666666666667,8,9,8.33333333333333,8.5,4,7.66666666666667,9,9,8,8,8,8,6,7,9,9,9,8,7,3,8,9,9,8,8,3,9,8,9,3.5,0.75,1,3,3,4,3,4,4,1,1,0,1,1,1,1,1,1,1,11,1,1,2,1,1,1,1,1,1,1,19.4285714285714,16.8,16,18.5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,5,5,4,4,4,4,4,5,2
27,2,2,1,3,3,3,3,2,4,4,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,7,42,7,7,7,7,7,7,30,3,3,3,3,3,3,3,3,3,3,54,32,22,4,3,4,2,3,4,4,4,4,2,4,2,4,2,4,4,7.66666666666667,9.33333333333333,8,9.66666666666667,6.66666666666667,8.25,4,6.33333333333333,9,7,8,7,8,9,7,5,10,8,10,7,5,2,9,8,10,7,6,3,10,7,8,0.5,3,1.5,0,3,0,0,0,0,3,3,3,3,2,2,2,1,1,1,25,3,3,3,2,3,2,2,2,3,2,18.2857142857143,14.4,13.3333333333333,16,3,3,5,5,4,5,4,5,5,4,4,1,5,2,5,5,5,3,3,2,4,4,4,5,5,2
33,4,3,3,4,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,6,41,7,7,7,6,7,7,38,4,3,3,4,4,4,4,4,4,4,36,19,17,2,2,3,2,2,1,2,2,3,2,2,2,4,3,2,2,7.33333333333333,6.33333333333333,8,8.33333333333333,8,7.5625,2.66666666666667,8.66666666666667,8,7,7,9,8,6,4,8,8,7,7,2,8,1,9,9,9,9,9,3,5,7,7,2.16666666666667,2.5,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,16,1,2,2,2,1,2,2,2,1,1,19.4285714285714,16.8,16,17,5,4,5,5,5,5,3,5,4,4,4,4,4,3,5,5,5,5,4,4,4,4,4,5,5,3
40,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,11,41,7,7,7,7,7,6,38,4,3,3,4,4,4,4,4,4,4,31,14,17,1,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,8,9,6.66666666666667,9,9,8.3125,1.66666666666667,5.66666666666667,10,10,10,7,8,8,2,8,8,9,9,3,5,1,7,9,9,5,5,2,8,7,8,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,14,1,2,2,1,1,3,1,1,1,1,12,15.2,10.6666666666667,18,5,4,3,3,5,5,5,5,5,3,3,4,4,3,5,2,3,2,5,3,1,4,5,5,5,1
40,4,4,4,4,4,4,4,4,4,4,1,1,1,0,3,0,0,3,0,0,0,2,0,1,0,1,3,0,0,0,16,42,7,7,7,7,7,7,38,4,4,3,4,4,4,4,4,4,3,31,15,16,1,3,1,2,2,1,1,2,3,2,3,2,4,2,1,1,8.33333333333333,9,8.33333333333333,10,9.33333333333333,9,4.33333333333333,4.33333333333333,10,9,9,5,8,10,10,9,10,9,9,2,4,2,7,10,10,4,8,1,9,8,9,3.16666666666667,1,0.333333333333333,3,3,4,3,3,3,1,1,1,1,0,0,0,1,1,0,9,1,4,1,0,0,1,0,0,1,1,17.1428571428571,15.2,12,17,5,2,4,5,4,5,5,4,4,5,4,4,5,4,5,2,4,5,4,4,1,4,5,4,4,2
25,3,3,1,3,3,2,3,2,3,2,0,1,1,1,2,2,1,1,1,1,1,1,1,0,2,1,1,1,0,1,20,32,5,4,6,7,7,3,28,3,2,2,3,3,4,3,2,3,3,38,20,18,3,3,2,2,2,2,3,2,2,2,1,2,4,2,3,3,5,4,5.33333333333333,4.66666666666667,5.66666666666667,4.875,3.33333333333333,9.66666666666667,4,5,3,9,5,6,3,2,5,6,6,1,10,2,5,10,5,10,5,5,3,4,4,0.5,1.5,1.83333333333333,1,1,0,1,0,0,1,2,1,2,2,1,2,2,2,2,12,1,1,2,1,0,2,1,2,2,0,18.2857142857143,12,13.3333333333333,16.5,4,5,5,5,3,2,3,5,5,4,4,3,5,4,5,5,4,4,4,4,4,2,4,2,5,2
25,3,3,3,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,20,41,7,7,7,7,7,6,31,3,2,3,3,3,4,4,3,3,3,35,17,18,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,7.33333333333333,6.66666666666667,7.33333333333333,8,8.33333333333333,7.5625,6.66666666666667,8.33333333333333,8,8,6,8,6,7,8,8,8,8,6,7,8,5,7,9,8,9,8,7,8,8,8,2,1.75,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,18,1,2,3,2,1,2,1,2,2,2,15.4285714285714,14.4,13.3333333333333,12,4,4,2,5,4,4,3,4,4,4,4,1,3,3,5,3,4,4,4,4,3,3,3,3,3,2
22,3,2,2,3,2,2,1,2,2,3,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,0,1,1,25,32,6,5,6,6,6,3,27,3,3,3,3,3,3,2,2,2,3,45,20,25,2,4,3,3,2,2,2,4,3,3,3,4,2,2,3,3,5.66666666666667,6,6,5.66666666666667,7,5.9375,6.66666666666667,6,4,5,6,6,5,6,7,7,7,6,6,5,5,6,6,9,6,7,6,7,6,6,4,1.33333333333333,3,0.666666666666667,1,2,1,2,1,1,3,3,3,3,0,0,1,1,1,1,20,2,3,3,1,2,2,2,2,1,2,14.2857142857143,9.6,8,16,4,3,4,4,3,2,3,3,4,4,2,4,4,4,4,2,3,4,2,2,1,3,4,4,5,3
35,3,3,2,4,4,4,3,4,4,4,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,10,41,7,7,7,7,7,6,38,4,3,4,4,4,4,3,4,4,4,31,14,17,1,3,2,2,2,2,2,2,1,2,1,2,3,2,2,2,7.33333333333333,7.33333333333333,5.66666666666667,7.66666666666667,7.33333333333333,7.125,1.66666666666667,6,8,7,8,7,7,8,1,7,8,8,8,6,3,1,8,8,7,8,1,3,6,7,8,2.83333333333333,1.5,0.833333333333333,2,2,4,2,4,3,1,1,2,2,1,1,1,0,1,1,26,3,3,3,2,2,2,2,3,3,3,17.7142857142857,14.4,10.6666666666667,15.5,4,3,5,5,4,4,4,5,4,5,3,4,5,4,5,3,4,4,4,4,1,3,3,2,4,3
32,4,4,2,3,3,3,3,3,3,4,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,2,1,1,1,16,32,6,5,6,5,6,4,37,4,3,3,4,4,3,4,4,4,4,33,16,17,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,8,8.66666666666667,5,8,6.66666666666667,7.25,3.66666666666667,3.33333333333333,8,6,9,5,8,6,7,7,9,8,8,4,3,1,6,7,7,2,3,3,9,8,7,3.5,0.25,0,3,3,4,3,4,4,0,1,0,0,0,0,0,0,0,0,15,2,2,1,1,1,1,2,2,2,1,14.2857142857143,13.6,9.33333333333333,16.5,4,2,4,4,4,5,4,4,4,3,2,3,5,4,4,2,4,4,4,2,2,3,4,4,5,2
34,3,4,2,4,4,4,3,3,4,3,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,41,7,7,7,7,7,6,38,4,3,3,4,4,4,4,4,4,4,43,23,20,2,3,2,2,2,3,3,2,4,4,2,3,4,2,3,2,8,9,7.33333333333333,8.33333333333333,6,7.75,3.66666666666667,7,8,6,9,7,8,8,2,6,9,8,8,2,6,3,6,6,8,8,8,6,10,8,8,1.5,1.5,1.16666666666667,3,2,1,3,0,0,1,2,2,1,0,0,1,1,2,3,14,2,1,1,1,0,3,1,2,2,1,16.5714285714286,15.2,12,16.5,5,5,5,5,4,4,5,5,3,4,4,5,5,4,5,2,4,4,5,4,2,3,2,5,4,2
24,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,0,2,1,1,1,1,2,26,40,7,7,7,7,6,6,33,4,3,3,3,3,3,3,4,4,3,45,23,22,2,3,3,3,2,2,3,4,4,2,3,3,4,2,2,3,7,7.33333333333333,7,6.66666666666667,7,7.0625,5.66666666666667,7.66666666666667,8,7,7,8,7,7,7,7,7,7,7,9,7,3,8,7,5,8,6,7,8,7,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,2,2,4,1,1,3,1,2,2,2,17.7142857142857,14.4,14.6666666666667,16.5,5,4,5,5,4,3,4,5,4,4,4,5,4,4,5,4,4,4,3,3,4,4,3,4,4,4
39,4,4,4,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.33333333333333,8,8.33333333333333,8.66666666666667,8.25,0.666666666666667,8,9,9,8,8,8,10,0,9,8,8,8,2,8,1,7,8,8,8,7,1,9,8,8,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,11,2,2,1,1,2,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,1,2,1,0,0,1,0,0,1,1,1,0,0,1,11,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,21,10,11,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,7,9.33333333333333,9.33333333333333,9,8.33333333333333,8.5625,1.66666666666667,9.66666666666667,9,9,9,10,9,9,2,7,9,9,9,2,9,1,10,9,9,10,9,2,10,3,8,3.83333333333333,0.5,0,4,4,4,4,4,3,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,19.4285714285714,15.2,16,16,4,4,5,5,4,4,4,5,4,5,5,3,5,3,5,4,5,5,4,5,3,4,3,4,5,2
36,3,4,4,3,4,4,3,4,4,3,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,11,42,7,7,7,7,7,7,33,3,3,3,3,4,4,3,4,3,3,28,14,14,2,2,2,1,2,1,1,2,2,2,2,1,3,2,1,2,6.33333333333333,9,8.66666666666667,10,8.33333333333333,8.5625,2,9,10,9,9,9,8,7,3,7,10,9,9,0,9,2,9,9,10,9,10,1,9,2,10,4,0.75,0.166666666666667,4,4,4,4,4,4,1,2,0,0,0,0,1,0,0,0,12,2,1,1,1,1,2,1,1,1,1,16,14.4,18.6666666666667,16.5,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,5,2
39,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,5,41,7,7,7,7,7,6,37,4,3,3,4,4,4,3,4,4,4,29,14,15,1,3,2,2,2,1,1,2,2,2,1,2,4,1,2,1,7.33333333333333,9.66666666666667,8,9,9,8.5625,2.33333333333333,9.33333333333333,9,10,10,9,8,9,3,8,8,8,10,3,9,2,9,9,10,10,6,2,9,6,8,3.16666666666667,1,0,3,4,3,3,3,3,1,1,1,1,0,0,0,0,0,0,6,1,1,2,0,0,1,0,0,1,0,19.4285714285714,16.8,14.6666666666667,16.5,5,5,5,5,4,5,5,5,4,5,5,3,5,4,5,4,5,5,5,4,3,4,3,4,5,2
31,3,3,4,3,4,3,3,3,2,3,1,1,1,0,0,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,17,39,7,7,7,6,6,6,36,4,3,4,4,3,4,4,4,3,3,32,16,16,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,2,8.33333333333333,7.33333333333333,7.66666666666667,7.66666666666667,7.66666666666667,7.75,2.66666666666667,7.66666666666667,8,7,7,8,9,7,5,8,8,9,8,1,7,2,8,8,7,8,8,1,7,7,8,2.33333333333333,1.25,0,3,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,8,1,2,1,1,1,0,1,1,0,0,18.2857142857143,15.2,17.3333333333333,19.5,5,4,5,5,5,4,4,5,5,4,5,4,5,5,5,3,5,5,4,4,4,5,5,5,5,1
33,4,4,3,3,4,2,3,2,4,4,1,1,1,0,1,1,1,0,0,1,0,1,1,1,2,1,0,0,1,1,15,38,6,6,7,6,7,6,32,3,3,2,3,3,4,3,3,4,4,36,16,20,2,3,2,2,2,2,2,2,3,3,1,2,1,3,3,3,5,7.33333333333333,5.66666666666667,5.33333333333333,6.33333333333333,5.875,3.33333333333333,2.33333333333333,6,6,8,2,6,6,4,6,5,6,6,4,0,4,6,7,5,5,5,2,8,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,17,1,2,1,2,2,2,3,2,1,1,10.2857142857143,10.4,10.6666666666667,14.5,3,1,4,2,3,2,3,4,4,2,4,4,4,3,4,2,2,2,2,2,3,3,4,4,2,2
27,3,3,3,3,3,3,2,3,2,2,1,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0,1,0,3,2,16,41,7,7,7,7,7,6,27,2,3,2,3,3,2,3,3,3,3,34,16,18,1,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,4.33333333333333,7,2.33333333333333,6,4.33333333333333,4.5,4.66666666666667,0,7,5,8,0,8,7,5,4,5,5,5,5,0,3,0,4,6,0,0,6,8,0,0,2,1.75,1,3,3,1,1,2,2,2,2,1,2,1,1,1,1,1,1,20,1,3,2,3,2,2,2,2,1,2,8,11.2,12,7.5,3,1,2,5,3,2,2,2,2,1,4,1,1,3,3,1,1,1,3,3,3,3,2,1,3,2
23,2,2,1,3,2,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,6,36,7,7,7,6,7,2,32,4,3,3,3,3,4,3,3,3,3,29,14,15,1,2,2,2,2,2,1,2,1,1,1,2,4,2,2,2,6.66666666666667,7,8.33333333333333,10,8.33333333333333,8,6.33333333333333,6.66666666666667,10,8,7,7,7,7,7,8,10,8,9,7,5,9,9,9,10,8,9,3,5,5,7,2.83333333333333,1.25,0.666666666666667,3,3,3,2,3,3,2,1,2,0,0,0,2,1,0,1,23,3,3,3,1,2,2,3,2,2,2,14.2857142857143,13.6,17.3333333333333,18.5,5,3,3,3,4,5,3,4,5,5,3,5,4,4,5,3,3,3,3,5,4,4,5,5,5,2
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,11,41,7,7,7,7,7,6,40,4,4,4,4,4,4,4,4,4,4,35,19,16,2,3,2,2,1,3,2,2,3,2,2,2,3,2,2,2,9,7.66666666666667,9.66666666666667,8.33333333333333,8.33333333333333,8.625,0.666666666666667,8.33333333333333,9,8,7,8,9,10,1,7,8,9,9,0,8,0,10,10,8,9,9,1,7,9,9,3.16666666666667,0.5,0.333333333333333,3,3,3,4,3,3,0,1,1,0,1,0,1,0,0,0,5,1,0,0,0,0,4,0,0,0,0,16,14.4,16,17,4,4,4,5,4,4,3,4,4,4,5,5,5,4,5,2,4,4,4,4,4,4,4,4,4,1
37,4,4,3,4,4,4,3,3,4,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,8,42,7,7,7,7,7,7,37,4,3,3,4,3,4,4,4,4,4,31,14,17,2,3,1,3,1,2,1,2,3,2,2,2,2,2,1,2,8.66666666666667,8.66666666666667,8.66666666666667,8.66666666666667,8.33333333333333,8.625,2,7.66666666666667,8,7,8,8,9,9,3,8,9,9,9,2,7,1,9,10,9,8,8,2,9,8,9,3.5,0.75,0,3,3,4,3,4,4,1,1,0,1,0,0,0,0,0,0,9,1,4,1,0,0,1,0,1,1,0,16,15.2,14.6666666666667,18,5,4,4,4,4,5,4,4,4,4,4,5,5,4,5,3,4,4,4,4,3,4,4,5,5,2
32,3,4,3,3,3,3,3,3,4,3,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,14,42,7,7,7,7,7,7,31,4,2,3,3,3,3,4,3,3,3,37,20,17,2,2,2,2,1,3,3,3,4,2,2,2,1,2,3,3,5.33333333333333,4.33333333333333,6,5.33333333333333,6.66666666666667,5.5625,3.66666666666667,6.33333333333333,6,6,4,6,5,6,4,6,4,6,6,7,6,3,6,8,6,7,6,4,3,5,6,1.33333333333333,1.75,1,2,2,1,2,1,0,2,1,3,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1,1,1,0,16.5714285714286,11.2,9.33333333333333,16,4,3,4,5,3,3,3,4,4,4,3,5,4,3,4,4,4,4,3,3,2,2,4,4,4,2
39,4,4,4,4,4,4,3,4,4,4,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,1,1,2,11,41,7,7,7,6,7,7,36,4,3,3,3,3,4,4,4,4,4,22,11,11,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,1,7.66666666666667,8.33333333333333,7,4,5,6.4375,1,5.66666666666667,3,2,7,7,8,8,1,5,5,8,8,2,4,0,8,8,4,6,5,2,10,7,7,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,13,1,2,2,1,3,0,1,2,1,0,16,12,12,13,3,3,5,5,3,3,3,3,4,4,5,1,4,4,5,3,3,3,3,3,3,3,3,3,4,1
38,4,4,3,4,4,4,3,4,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,6,42,7,7,7,7,7,7,39,4,4,4,4,4,4,3,4,4,4,23,9,14,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,8.66666666666667,8.66666666666667,9,10,8.66666666666667,9,1.66666666666667,10,10,9,8,10,9,9,0,8,10,8,9,2,10,3,9,9,10,10,9,2,9,9,9,3.5,0.5,0,3,4,3,3,4,4,1,0,1,0,0,0,0,0,0,0,13,2,2,2,1,3,0,1,1,1,0,18.8571428571429,16.8,18.6666666666667,17.5,5,5,5,5,5,5,5,5,4,4,5,3,5,4,5,4,5,5,4,5,5,4,4,5,5,2
39,4,4,4,4,4,4,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,8,42,7,7,7,7,7,7,38,4,4,4,4,4,4,3,4,4,3,27,14,13,1,2,2,2,2,2,1,2,4,1,1,2,2,1,1,1,9,9,7.33333333333333,9.33333333333333,8.66666666666667,8.6875,4.66666666666667,8,9,8,9,8,9,7,7,9,10,9,9,1,7,5,8,9,9,9,7,2,9,9,9,3.5,1,1.5,3,4,4,2,4,4,0,1,1,2,1,1,1,4,1,1,10,2,1,2,0,0,1,1,0,2,1,17.7142857142857,16.8,12,17.5,5,4,4,5,5,5,4,4,4,4,4,3,5,5,5,3,5,5,5,3,2,4,4,5,5,2
